ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	COGNACY	BORROWING	NOTE
10118	Sorowaha	BURN	tʲɛhɛ / kaʃuuhu	kaʃuuhu	k a ʃ uː h u	k a ʃ uː h u	740.0	702	BURN			
12239	Paumari	BURN	kai / aova /  hadi / khovo	kai	k ai	k ai	1561.0	1541	BURN			
12240	Paumari	BURN	kai / aova /  hadi / khovo	aova	ao β a	ao β a	1562.0	1542	BURN			
12241	Paumari	BURN	kai / aova /  hadi / khovo	hadi	h a ɗ i	h a ɗ i	1563.0	1544	BURN			
12242	Paumari	BURN	kai / aova /  hadi / khovo	khovo	kʰ o β o	kʰ o β o	1564.0	1543	BURN			
149	Banawa	CRY	ohi	ohi	o h i	o h i	304.0	304	CRY			
465	Deni	CRY	ohi	ohi	o h i	o h i	304.0	304	CRY			
754	Jamamadi	CRY	ohi	ohi	o h i	o h i	304.0	304	CRY			
1089	Jarawara	CRY	ohi	ohi	o h i	o h i	304.0	304	CRY			
1462	Kulina	CRY	ohi	ohi	o h i	o h i	304.0	304	CRY			
10147	Sorowaha	CRY	azana	azana	a z a n a	a z a n a	754.0	717	CRY			
10976	Paumari	CRY	asara	asara	a s a r a	a s a r a	754.0	717	CRY			
151	Banawa	DIG	wii	wii	w i i	w iː	1133.0	1133	DIG			
467	Deni	DIG	wi	wi	w i	w i	1133.0	1133	DIG			
756	Jamamadi	DIG	wii	wii	w i i	w iː	1133.0	1133	DIG			
1091	Jarawara	DIG	wii	wii	w i i	w iː	1133.0	1133	DIG			
1466	Kulina	DIG	wi	wi	w i	w i	1133.0	1133	DIG			
11276	Sorowaha	DIG	bijaka	bijaka	b i j a k a	b i j a - - - k a	1166.0	1132	DIG			
12860	Paumari	DIG	kʰomakʰoma	kʰomakʰoma	kʰ o m a + kʰ o m a	kʰ o m a + kʰ o m a	1884.0	1864 1864	DIG DIG			
152	Banawa	DRINK	ɸawa	ɸawa	ɸ a w a	ɸ a w a	315.0	315	DRINK			
468	Deni	DRINK	powa	powa	p o w a	p o w a	315.0	315	DRINK			
757	Jamamadi	DRINK	ɸawa	ɸawa	ɸ a w a	ɸ a w a	315.0	315	DRINK			
1467	Kulina	DRINK	dzɛ	dzɛ	dz ɛ	dz ɛ	533.0	523	DRINK			
1736	Paumari	DRINK	ʔaβi	ʔaβi	ʔ a β i	ʔ a β i	534.0	524	DRINK			
1905	Sorowaha	DRINK	hawɨ	hawɨ	h a w ɨ	h a w ɨ	534.0	524	DRINK			
11277	Jarawara	DRINK	ɸawa	ɸawa	ɸ a w a	ɸ a w a	315.0	315	DRINK			
153	Banawa	GO	toka	toka	t o + k a	t o + k a	236.0	1116 1208	AWAY COME			
472	Deni	GO	kha / wahi	kha	kʰ a	kʰ a - -	236.0	236	GO			
473	Deni	GO	kha / wahi	wahi	w a h i	w a h i	236.0	236	GO			
758	Jamamadi	GO	toka	toka	t o + k a	t o + k a	236.0	1116 1208	AWAY COME			
1092	Jarawara	GO	toka	toka	t o + k a	t o + k a	236.0	1116 1208	AWAY COME			
1471	Kulina	GO	kʰani	kʰani	kʰ a n i	kʰ a n i	236.0	236	GO			
1906	Sorowaha	GO	gawa	gawa	g a w a	g a w a	535.0	525	GO			
12937	Paumari	GO	ka	ka	k a	k a	236.0	236	GO			
154	Banawa	HEAR	mita	mita	m i t a	m i t - a	293.0	293	HEAR			
474	Deni	HEAR	mitha	mitha	m i t h a	m i t h a	293.0	293	HEAR			
759	Jamamadi	HEAR	mita	mita	m i t a	m i t - a	293.0	293	HEAR			
1093	Jarawara	HEAR	mita	mita	m i t a	m i t - a	293.0	293	HEAR			
1472	Kulina	HEAR	mit̪ʰa	mit̪ʰa	m i t̪ʰ a	m i t̪ʰ - a	293.0	293	HEAR			
1739	Paumari	HEAR	mitha	mitha	m i tʰ a	m i tʰ  a	293.0	293	HEAR			
1907	Sorowaha	HEAR	mita	mita	m i t a	m i t - a	293.0	293	HEAR			
156	Banawa	KNOW	wato	wato	w a t o	- - w a t o	302.0	302	KNOW			
476	Deni	KNOW	nawato	nawato	n a w a t o	n a w a t o	302.0	302	KNOW			
761	Jamamadi	KNOW	wato	wato	w a t o	- - w a t o	302.0	302	KNOW			
1095	Jarawara	KNOW	wato	wato	w a t o	- - w a t o	302.0	302	KNOW			
1478	Kulina	KNOW	naʔato	naʔato	n a ʔ a t o	n a ʔ a t o	302.0	302	KNOW			
11278	Sorowaha	KNOW	takunɨri	takunɨri	t a k u n ɨ r i	t a k u n ɨ r i	1167.0	1135	KNOW			
12953	Paumari	KNOW	oga	oga	o g a	o g a	1924.0	1904	KNOW			
157	Banawa	LAUGH	haha	haha	h a h a	h a h a	239.0	239	LAUGH			
477	Deni	LAUGH	haha	haha	h a h a	h a h a	239.0	239	LAUGH			
762	Jamamadi	LAUGH	haha	haha	h a h a	h a h a	239.0	239	LAUGH			
1096	Jarawara	LAUGH	haahaa	haahaa	h aː h aː	h aː h aː	239.0	239	LAUGH			
1479	Kulina	LAUGH	haha	haha	h a h a	h a h a	239.0	239	LAUGH			
1741	Paumari	LAUGH	haha	haha	h a h a	h a h a	239.0	239	LAUGH			
1909	Sorowaha	LAUGH	haka	haka	h a k a	h a k a	239.0	239	LAUGH			
5057	Sorowaha	LAUGH	haka	haka	h a k a	h a k a	434.0	239	LAUGH			
158	Banawa	LIE (REST)	homa	homa	h o m a	- - - - - h o m a	313.0	313	LIE			
478	Deni	LIE (REST)	poma	poma	p o m a	- - - - - p o m a	313.0	313	LIE			
763	Jamamadi	LIE (REST)	homa	homa	h o m a	- - - - - h o m a	313.0	313	LIE			
1097	Jarawara	LIE (REST)	homa	homa	h o m a	- - - - - h o m a	313.0	313	LIE			
1480	Kulina	LIE (REST)	domopona / koda / pona	domopona	d o m o + p o n a	d o m o + p o n a	313.0	528 313	? LIE			
1481	Kulina	LIE (REST)	domopona / koda / pona	koda	k o d a	k o d a	536.0	526	LIE			
1482	Kulina	LIE (REST)	domopona / koda / pona	pona	p o n a	- - - - - p o n a	313.0	313	LIE			
1742	Paumari	LIE (REST)	ʔoma	ʔoma	ʔ o m a	- - - - - ʔ o m a	313.0	313	LIE			
10061	Sorowaha	LIE (REST)	kusuna	kusuna	k u s u n a	k u s u n a	594.0	580	REST			
161	Banawa	PUSH	joko	joko	j o k o	j o k - o - -	230.0	230	PUSH			
480	Deni	PUSH	joko	joko	j o k o	j o k - o - -	230.0	230	PUSH			
766	Jamamadi	PUSH	joko	joko	j o k o	j o k - o - -	230.0	230	PUSH			
1101	Jarawara	PUSH	joko	joko	j o k o	j o k - o - -	230.0	230	PUSH			
1487	Kulina	PUSH	jo	jo	j o	j o - - - - -	230.0	230	PUSH			
1744	Paumari	PUSH	dokho	dokho	ɗ o k h o	ɗ o k h o - -	230.0	230	PUSH			
1911	Sorowaha	PUSH	jokona / zuhʷana	jokona	j o k o n a	j o k - o n a	230.0	230	PUSH			
10092	Sorowaha	PUSH	jokona / zuhʷana	zuhʷana	z u hʷ a n a	z u hʷ a n a	230.0	230	PUSH			
167	Banawa	TIE	kaho / mado	kaho	k a h o	k a h o	268.0	268	TIE			
250	Banawa	TIE	kaho / mado	mado	m a d o	m a d o	127.0	127	TIE			
589	Deni	TIE	mado	mado	m a d o	m a d o	127.0	127	TIE			
1114	Jarawara	TIE	kaho / soki / mato	kaho	k a h o	k a h o	268.0	268	TIE			
1115	Jarawara	TIE	kaho / soki / mato	soki	s o k i	s o k i	545.0	536	TIE			
1220	Jarawara	TIE	kaho / soki / mato	mato	m a t o	m a t o	127.0	127	TIE			
1504	Kulina	TIE	tsʰokɛ	tsʰokɛ	tsʰ o k ɛ	tsʰ o k ɛ	545.0	536	TIE			
1750	Paumari	TIE	aho	aho	a h o	- a h o	268.0	268	TIE			
1916	Sorowaha	TIE	kaho	kaho	k a h o	k a h o	268.0	268	TIE			
11523	Jamamadi	TIE	soki	soki	s o k i	s o k i	545.0	536	TIE			
168	Banawa	TOUCAN	jaki	jaki	j a k i	j a k i - - - -	253.0	253	TOUCAN			
491	Deni	TOUCAN	jakhi	jakhi	j a kʰ i	j a kʰ i - - - -	253.0	253	TOUCAN			
774	Jamamadi	TOUCAN	jaki	jaki	j a k i	j a k i - - - -	253.0	253	TOUCAN			
1118	Jarawara	TOUCAN	jaki	jaki	j a k i	j a k i - - - -	253.0	253	TOUCAN			
1510	Kulina	TOUCAN	jakʰi	jakʰi	j a kʰ i	j a kʰ i - - - -	253.0	253	TOUCAN			
1753	Paumari	TOUCAN	jakoakoa	jakoakoa	dʒ a k o a k o a	dʒ a k o a k o a	253.0	253	TOUCAN			
1919	Sorowaha	TOUCAN	saki	saki	s a k i	s a k i - - - -	253.0	253	TOUCAN			
169	Banawa	TREE	wakana	wakana	w a k a n a	w a k a n a	4.0	4	TREE.SP			Species of tree, crabwood
492	Deni	TREE	awa	awa	a w a	a w a	546.0	537	TREE			Generic word for ‘tree’
775	Jamamadi	TREE	awa / wakana	awa	a w a	a w a	546.0	537	TREE			Generic word for ‘tree’
776	Jamamadi	TREE	awa / wakana	wakana	w a k a n a	w a k a n a	4.0	4	TREE.SP			Species of tree, crabwood
1119	Jarawara	TREE	wakana	wakana	w a k a n a	w a k a n a	4.0	4	TREE.SP			Species of tree, crabwood
1511	Kulina	TREE	awa	awa	a w a	a w a	546.0	537	TREE			Generic word for ‘tree’
1754	Paumari	TREE	aβa	aβa	a β a	a β a	546.0	537	TREE			Generic word for ‘tree’
1920	Sorowaha	TREE	aga / wakana	aga	a g a	a g a	546.0	537	TREE			Generic word for ‘tree’
1921	Sorowaha	TREE	aga / wakana	wakana	w a k a n a	w a k a n a	4.0	4	TREE.SP			Species of tree, crabwood
10756	Banawa	TREE	awa	awa	a w a	a w a	546.0	537	TREE			Generic word for ‘tree’
11378	Banawa	TREE	baboni	baboni	b a b o n i	b a b o n i	1187.0	1172	TREE.SP			
11652	Jarawara	TREE	boboni	boboni	b o b o n i	b o b o n i	1187.0	1172	TREE.SP			
12050	Paumari_1833	TREE	aβa namani	aβa namani	a β a + n a m a n i	a β a + n a m a n i	546.0	537 723	TREE ABOVE			
171	Banawa	VINE	toɸi / madi	toɸi	t o ɸ i	t o ɸ i	381.0	363	VINE			
249	Banawa	VINE	toɸi / madi	madi	m a d i	m a d i	126.0	126	VINE			
495	Deni	VINE	topi / mado	topi	t o p i	t o p i	381.0	363	VINE			
588	Deni	VINE	topi / mado	mado	m a d o	m a d o	126.0	126	VINE			
779	Jamamadi	VINE	hamaha / toɸi / madi	hamaha	h a m a h a	h a m a h a	240.0	240	VINE			
780	Jamamadi	VINE	hamaha / toɸi / madi	toɸi	t o ɸ i	t o ɸ i	381.0	363	VINE			
858	Jamamadi	VINE	hamaha / toɸi / madi	madi	m a d i	m a d i	126.0	126	VINE			
1122	Jarawara	VINE	sai / toɸi	sai	s a i	s a - i	547.0	538	VINE			
1123	Jarawara	VINE	sai / toɸi	toɸi	t o ɸ i	t o ɸ i	381.0	363	VINE			
1513	Kulina	VINE	tsʰahi / mado	tsʰahi	tsʰ a h i	tsʰ a h i	547.0	538	VINE			
1599	Kulina	VINE	tsʰahi / mado	mado	m a d o	m a d o	126.0	126	VINE			
1755	Paumari	VINE	hama	hama	h a m a	h a m a - -	240.0	240	VINE			
1922	Sorowaha	VINE	hai / tamaru / kubini	hai	h a i	h a - i	547.0	538	VINE		Heteropsis spruceana Schott	
12192	Sorowaha	VINE	hai / tamaru / kubini	tamaru	t a m a r u	t a m a r u	1535.0	1514	VINE			
12193	Sorowaha	VINE	hai / tamaru / kubini	kubini	k u b i n i	k u b i n i	1536.0	1515	VINE			
172	Banawa	VOICE	ati	ati	a t i	a t - i	211.0	211	VOICE			
781	Jamamadi	VOICE	ati	ati	a t i	a t - i	211.0	211	VOICE			
1124	Jarawara	VOICE	ati	ati	a t i	a t - i	211.0	211	VOICE			
1514	Kulina	VOICE	at̪ʰi	at̪ʰi	a t̪ʰ i	a t̪ʰ - i	211.0	211	VOICE			
1756	Paumari	VOICE	athi	athi	a th i	a th i	211.0	211	VOICE			
1923	Sorowaha	VOICE	ati	ati	a t i	a t - i	211.0	211	VOICE			
11894	Deni	VOICE	ati	ati	a t i	a t i	211.0	211	VOICE			
173	Banawa	WASP	awani / disi	awani	a w a n i	a w a n i	13.0	13	WASP			
496	Deni	WASP	awani / detsisi	awani	a w a n i	a w a n i	13.0	13	WASP			
497	Deni	WASP	awani / detsisi	detsisi	d e ts i s i	d e ts i s i	228.0	228	WASP			
782	Jamamadi	WASP	awani / disi	awani	a w a n i	a w a n i	13.0	13	WASP			
783	Jamamadi	WASP	awani / disi	disi	d i s i	d - - i s i	228.0	228	WASP			
1125	Jarawara	WASP	awani	awani	a w a n i	a w a n i	13.0	13	WASP			
1516	Kulina	WASP	awani / datsʰitsʰi	awani	a w a n i	a w a n i	13.0	13	WASP			
1517	Kulina	WASP	awani / datsʰitsʰi	datsʰitsʰi	d a tsʰ i tsʰ i	d a tsʰ i tsʰ i	228.0	228	WASP			
1924	Sorowaha	WASP	awani	awani	a w a n i	a w a n i	13.0	13	WASP			
11655	Banawa	WASP	awani / disi	disi	d i s i	d i s i	228.0	228	WASP			
12243	Paumari	WASP	jinabo	jinabo	dʒ i n a b o	dʒ i n a b o	1565.0	1545	WASP			
12244	Paumari	WASP	bajara bada	bajara bada	b a dʒ a r a + ɓ a ɗ a	b a dʒ a r a + ɓ a ɗ a	1566.0	1546 1547	? ?			
177	Banawa	WOOLLY MONKEY	waɸa	waɸa	w a ɸ a	w a ɸ a	1223.0	1223	WOOLLY.MONKEY			Lagothrix lagotricha
787	Jamamadi	WOOLLY MONKEY	waɸa	waɸa	w a ɸ a	w a ɸ a	1223.0	1223	WOOLLY.MONKEY			Lagothrix lagotricha
1133	Jarawara	WOOLLY MONKEY	waɸa	waɸa	w a ɸ a	w a ɸ a	1223.0	1223	WOOLLY.MONKEY			Lagothrix lagotricha
1528	Kulina	WOOLLY MONKEY	wapʰa	wapʰa	w a pʰ a	w a pʰ a	1223.0	1223	WOOLLY.MONKEY			Lagothrix lagotricha
1929	Sorowaha	WOOLLY MONKEY	gaha	gaha	g a h a	g a h a	1223.0	1223	WOOLLY.MONKEY			Lagothrix lagotricha
11895	Deni	WOOLLY MONKEY	sura	sura	s u r a	s u r a	1432.0	1409	WOOLLY.MONKEY			Lagothrix lagotricha
12078	Paumari	WOOLLY MONKEY	viʔdori	viʔdori	β i ʔ ɗ o r i	β i ʔ ɗ o r i	1492.0	1474	WOOLLY.MONKEY			Lagothrix lagotricha
12079	Paumari_1833	WOOLLY MONKEY	viʔdori	viʔdori	v i ʔ d o r i	v i ʔ d o r i	1492.0	1474	WOOLLY.MONKEY			Lagothrix lagotricha
179	Banawa	YOUNGER SISTER	asima	asima	a s i m a	a s i m a	681.0	681	YOUNGER.SISTER			
788	Jamamadi	YOUNGER SISTER	asima	asima	a s i m a	a s i m a	681.0	681	YOUNGER.SISTER			
1137	Jarawara	YOUNGER SISTER	asima	asima	a s i m a	a s i m a	681.0	681	YOUNGER.SISTER			
10000	Paumari	YOUNGER SISTER	kadʒoʔo / ʃoni	kadʒoʔo	k a dʒ o ʔ o	k a dʒ o ʔ o	362.0	356	YOUNGER.SISTER			
10001	Paumari	YOUNGER SISTER	kadʒoʔo / ʃoni	ʃoni	ʃ o n i	ʃ o n i	363.0	357	YOUNGER.SISTER			
10059	Sorowaha	YOUNGER SISTER	kuɾu	kuɾu	k u ɾ u	k u ɾ u	685.0	636	YOUNGER.SISTER			
12301	Kulina	YOUNGER SISTER	masʰi / kote / onii	masʰi	m a sʰ i	m a sʰ i	681.0	681	YOUNGER.SISTER			Vocative
12302	Kulina	YOUNGER SISTER	masʰi / kote / onii	kote	k o t e	k o t e	1601.0	1582	YOUNGER.SISTER			1st and 2nd possessor
12303	Kulina	YOUNGER SISTER	masʰi / kote / onii	onii	o n iː	o n iː	363.0	357	YOUNGER.SISTER			3rd possessor
12495	Deni	YOUNGER SISTER	karipene	karipene	k a r i p e n e	k a r i p e n e	1735.0	1728	YOUNGER.SISTER			
181	Banawa	COOK (SOMETHING)	kawari	kawari	k a + w a + r i	k a + w a + r i	367.0	128 373 2051	COMITATIVE COOK RAISED.SURFACE			
509	Deni	COOK (SOMETHING)	kaʔa	kaʔa	k a ʔ a	k a ʔ a	367.0	1117	COOK			
790	Jamamadi	COOK (SOMETHING)	kawari	kawari	k a + w a + r i	k a + w a + r i	367.0	128 373 2051	COMITATIVE COOK RAISED.SURFACE			
1138	Jarawara	COOK (SOMETHING)	kawari	kawari	k a + w a + r i	k a + w a + r i	367.0	128 373 2051	COMITATIVE COOK RAISED.SURFACE			ka- wa -ri
1535	Kulina	COOK (SOMETHING)	kaaɾi	kaaɾi	k aː ɾ i	k aː ɾ i	549.0	540	COOK			
1761	Paumari	COOK (SOMETHING)	kai	kai	k a i	k a - i	549.0	540	COOK			
10384	Sorowaha	COOK (SOMETHING)	bɨha	bɨha	b ɨ h a	b ɨ h a	909.0	869	COOK			
185	Banawa	BE	ha	ha	h a	h a	54.0	54	BE			
518	Deni	BE	ha	ha	h a	h a	54.0	54	BE			
1142	Jarawara	BE	ha	ha	h a	h a	54.0	54	BE			
1538	Kulina	BE	ha	ha	h a	h a	54.0	54	BE			
1771	Paumari	BE	ha	ha	h a	h a	54.0	54	BE			
1935	Sorowaha	BE	ha	ha	h a	h a	54.0	54	BE			
11414	Jamamadi	BE	toha	toha	t o h a	t o h a	54.0	54	BE			
12708	Paumari	BE	ni / hi	ni	n i	n i	1815.0	1801	BE			
12710	Paumari	BE	ni / hi	hi	h i	h i	54.0	54	BE			
188	Banawa	RIPE	hada	hada	h a d a	h a d a	57.0	57	BE.RIPE			
521	Deni	RIPE	hada	hada	h a d a	h a d a	57.0	57	BE.RIPE			
796	Jamamadi	RIPE	hada	hada	h a d a	h a d a	57.0	57	BE.RIPE			
1145	Jarawara	RIPE	hata	hata	h a t a	h a t a	57.0	57	BE.RIPE			
1541	Kulina	RIPE	hada	hada	h a d a	h a d a	57.0	57	BE.RIPE			
1772	Paumari	RIPE	hada / aɗiki	hada	h a ɗ a	h a ɗ a	57.0	57	BE.RIPE			
1937	Sorowaha	RIPE	ada	ada	a d a	- a d a	57.0	57	BE.RIPE			
10993	Paumari	RIPE	hada / aɗiki	aɗiki	a ɗ i k i	a ɗ i k i	1050.0	1007	BE.RIPE			
191	Banawa	BLOW (WITH MOUTH)	aɸo	aɸo	a ɸ o	- a ɸ - o	61.0	61	BLOW			
221	Banawa	BLOW (WITH MOUTH)	karabowa	karabowa	k a r a b o w a	k a r a b o w a	104.0	104	BLOWGUN			Shoot with a blowgun
524	Deni	BLOW (WITH MOUTH)	hapho	hapho	h a p h o	h a p h o	61.0	61	BLOW			
556	Deni	BLOW (WITH MOUTH)	karibaha	karibaha	k a r i b a h a	k a r i b a h a	104.0	104	BLOWGUN			Shoot with a blowgun
799	Jamamadi	BLOW (WITH MOUTH)	aɸo	aɸo	a ɸ o	- a ɸ - o	61.0	61	BLOW			
829	Jamamadi	BLOW (WITH MOUTH)	karabowa	karabowa	k a r a b o w a	k a r a b o w a	104.0	104	BLOWGUN			Shoot with a blowgun
1149	Jarawara	BLOW (WITH MOUTH)	aɸo	aɸo	a ɸ o	- a ɸ - o	61.0	61	BLOW			
1182	Jarawara	BLOW (WITH MOUTH)	karabowa	karabowa	k a r a b o w a	k a r a b o w a	104.0	104	BLOWGUN			Shoot with a blowgun
1460	Kulina	BLOW (WITH MOUTH)	tomi / hapʰo	tomi	t̪ o m i	t̪ o m i	1290.0	1290	BLOW			
1545	Kulina	BLOW (WITH MOUTH)	tomi / hapʰo	hapʰo	h a pʰ o	h a pʰ - o	61.0	61	BLOW			
1576	Kulina	BLOW (WITH MOUTH)	kaɾibɛhɛ	kaɾibɛhɛ	k a ɾ i b ɛ h ɛ	k a ɾ i b ɛ h ɛ	104.0	104	BLOWGUN			Shoot with a blowgun
1775	Paumari	BLOW (WITH MOUTH)	fofo	fofo	f oː f oː	f oː f - oː	61.0	61	BLOW			
1953	Sorowaha	BLOW (WITH MOUTH)	kaɾokoba	kaɾokoba	k a ɾ o k o b a	k a ɾ o k o b a	104.0	104	BLOWGUN			Shoot with a blowgun
10002	Paumari	BLOW (WITH MOUTH)	karaʔoha	karaʔoha	k a r a ʔ o h a	k a r a ʔ o h a	104.0	104	BLOWGUN			Shoot with a blowgun
10041	Sorowaha	BLOW (WITH MOUTH)	ahuka	ahuka	a h u k a	a h u k a	661.0	619	BLOW			
192	Banawa	BREATHE	hasi	hasi	h a s i	h a s - i	62.0	62	BREATHE			
525	Deni	BREATHE	hatsʰi	hatsʰi	h a tsʰ i	h a tsʰ - i	62.0	62	BREATHE			
800	Jamamadi	BREATHE	hasi	hasi	h a s i	h a s - i	62.0	62	BREATHE			
1150	Jarawara	BREATHE	hasi	hasi	h a s i	h a s - i	62.0	62	BREATHE			
1546	Kulina	BREATHE	hatsʰi	hatsʰi	h a tsʰ i	h a tsʰ - i	62.0	62	BREATHE			
1776	Paumari	BREATHE	hasi	hasi	h a s i	h a s - i	62.0	62	BREATHE			
1940	Sorowaha	BREATHE	hasa	hasa	h a s a	h a s - a	62.0	62	BREATHE			
194	Banawa	YES	ee	ee	eː	eː	550.0	541	YES			
527	Deni	YES	heʔe	heʔe	h e ʔ e	h e ʔ e	64.0	64	YES			
1152	Jarawara	YES	ee	ee	eː	eː	550.0	541	YES			
1548	Kulina	YES	hɛʔɛ	hɛʔɛ	h ɛ ʔ ɛ	h ɛ ʔ ɛ	64.0	64	YES			
1777	Paumari	YES	haʔa	haʔa	h a ʔ a	h a ʔ a	64.0	64	YES			
12140	Paumari_1833	YES	aijuani	aijuani	ai dʒ ua n i	ai dʒ ua n i	1509.0	1492	YES			
198	Banawa	TOOTH	ini	ini	i n i	i n i	74.0	74	TOOTH			ini/ino
532	Deni	TOOTH	ino	ino	i n o	i n o	74.0	74	TOOTH			
805	Jamamadi	TOOTH	ini	ini	i n i	i n i	74.0	74	TOOTH			ini/ino
1157	Jarawara	TOOTH	ini	ini	i n i	i n i	74.0	74	TOOTH			ini/ino
1554	Kulina	TOOTH	ino	ino	i n o	i n o	74.0	74	TOOTH			
1783	Paumari	TOOTH	ino	ino	i n o	i n o	74.0	74	TOOTH			
5008	Sorowaha	TOOTH	zuumɨ	zuumɨ	z uː m ɨ	z uː m ɨ	552.0	543	TOOTH			
12178	Paumari_1833	TOOTH	inoni	inoni	i n o n i	i n o n i	74.0	74	TOOTH			
199	Banawa	SHAMAN (FOLK HEALER)	inawa	inawa	i n a w a	i n - a w a	75.0	75	SHAMAN			
806	Jamamadi	SHAMAN (FOLK HEALER)	inawa	inawa	i n a w a	i n - a w a	75.0	75	SHAMAN			
1158	Jarawara	SHAMAN (FOLK HEALER)	inawa	inawa	i n a w a	i n - a w a	75.0	75	SHAMAN			
1945	Sorowaha	SHAMAN (FOLK HEALER)	iniowa / inʲuwa	iniowa	i n i o w a	i n i o w a	75.0	75	SHAMAN			
5159	Sorowaha	SHAMAN (FOLK HEALER)	iniowa / inʲuwa	inʲuwa	i nʲ u w a	i nʲ - u w a	75.0	75	SHAMAN			
11004	Paumari	SHAMAN (FOLK HEALER)	arabani	arabani	a r a b a n i	a r a b a n i	1036.0	991	SHAMAN			
11967	Kulina	SHAMAN (FOLK HEALER)	zophinehe	zophinehe	z o ph i n e h e	z o ph i n e h e	1461.0	1442	SHAMAN			
11968	Kulina	SHAMAN (FOLK HEALER)	zuphinehe	zuphinehe	z u ph i n e h e	z u ph i n e h e	1461.0	1442	SHAMAN			
12499	Deni	SHAMAN (FOLK HEALER)	dzupʰinehe	dzupʰinehe	dz u pʰ i n e h e	dz u pʰ i n e h e	1461.0	1442	SHAMAN			
201	Banawa	LEG	isi	isi	i s i	i s i - - - - -	77.0	77	LEG			isi/iso
534	Deni	LEG	itsʰo	itsʰo	i tsʰ o	i tsʰ o - - - - -	77.0	77	LEG			
808	Jamamadi	LEG	isi	isi	i s i	i s i - - - - -	77.0	77	LEG			isi/iso
1160	Jarawara	LEG	isi	isi	i s i	i s i - - - - -	77.0	77	LEG			isi/iso
1556	Kulina	LEG	itsʰo	itsʰo	i tsʰ o	i tsʰ o - - - - -	77.0	77	LEG			
1946	Sorowaha	LEG	isowata	isowata	i s o + w a t a	i s o + w a t a	77.0	77 235	LEG CATCH			catch?
10255	Paumari	LEG	avai	avai	a β ai	a β ai	820.0	776	LEG			below a knee
11822	Paumari_1833	LEG	dadɨni	dadɨni	d a d ɨ n i	d a d ɨ n i	1394.0	1361	LEG			
202	Banawa	NEW	jati	jati	j a t i	j a t i	79.0	79	NEW			
397	Deni	NEW	dzati / jati	dzati	dz a t i	dz a t i	79.0	79	NEW			
535	Deni	NEW	dzati / jati	jati	j a t i	j a t i	79.0	79	NEW			
810	Jamamadi	NEW	jati	jati	j a t i	j a t i	79.0	79	NEW			
1162	Jarawara	NEW	jati	jati	j a t i	j a t i	79.0	79	NEW			
1391	Kulina	NEW	dzati / jati	dzati	dz a t̪ i	dz a t̪ i	79.0	79	NEW			
1557	Kulina	NEW	dzati / jati	jati	j a t̪ i	j a t̪ i	79.0	79	NEW			
1784	Paumari	NEW	jaɗi	jaɗi	dʒ a ɗ i	dʒ a ɗ i	79.0	79	NEW			
5050	Sorowaha	NEW	wasi	wasi	w a s i	w a s i	553.0	545	NEW			
203	Banawa	STONE	jati	jati	j a t i	j a t i	80.0	80	STONE			
811	Jamamadi	STONE	jati	jati	j a t i	j a t i	80.0	80	STONE			
1163	Jarawara	STONE	jati	jati	j a t i	j a t i	80.0	80	STONE			
1445	Kulina	STONE	tsiba	tsiba	ts i b a	ts i b a	554.0	546	STONE		YES	Of Arawakan origin
1785	Paumari	STONE	jaɗi	jaɗi	dʒ a ɗ i	dʒ a ɗ i	80.0	80	STONE			
10093	Sorowaha	STONE	zasi	zasi	z a s i	z a s i	723.0	665	STONE			
11856	Paumari_1833	STONE	ʃade	ʃade	ʃ a d e	ʃ a d e	80.0	80	STONE			
11857	Deni	STONE	siba	siba	s i b a	s i b a	80.0	80	STONE		YES	Of Arawakan origin
209	Banawa	PEACH PALM	jawida	jawida	j a w i d a	j a w i d a	88.0	88	PEACH.PALM			
541	Deni	PEACH PALM	jawida	jawida	j a w i d a	j a w i d a	88.0	88	PEACH.PALM			
818	Jamamadi	PEACH PALM	jawida	jawida	j a w i d a	j a w i d a	88.0	88	PEACH.PALM			
1170	Jarawara	PEACH PALM	jawita	jawita	j a w i t a	j a w i t a	88.0	88	PEACH.PALM			
1563	Kulina	PEACH PALM	jaʔida	jaʔida	j a ʔ i d a	j a ʔ i d a	88.0	88	PEACH.PALM			
5015	Sorowaha	PEACH PALM	maasa	maasa	m aː s a	m aː s a	555.0	548	PEACH.PALM			
11858	Paumari	PEACH PALM	kawiri	kawiri	k a w i r i	k a w i r i	1411.0	1387	PEACH.PALM		YES	From Apurinã
11860	Sorowaha	PEACH PALM	masa	masa	m aː s a	m aː s a	1412.0	1388	PEACH.PALM			
11863	Jarawara	PEACH PALM	jawita	jawita	j a w i t a	j a w i t a	88.0	88	PEACH.PALM			
11864	Kulina	PEACH PALM	zawida	zawida	z a w i d a	z a w i d a	88.0	1389	PEACH.PALM			zaida. zawida in the Juruá variety
11865	Deni	PEACH PALM	zavida	zavida	dz a v i d a	dz a v i d a	88.0	88	PEACH.PALM			
216	Banawa	COATI (COATIMUNDI)	jotomi	jotomi	j o t o m i	j o t o m i	96.0	96	COATI			
548	Deni	COATI (COATIMUNDI)	jotomi	jotomi	j o t o m i	j o t o m i	96.0	96	COATI			
824	Jamamadi	COATI (COATIMUNDI)	jotomi	jotomi	j o t o m i	j o t o m i	96.0	96	COATI			
